Kanji;Level;Grade;Strokes;UpperReading;LowerReading;MeaningEng;MeaningRus;;
武;4;5;0;ブ, ム;たけ(し);"warrior; military; chivalry; arms";;;
歳;3;8;0;サイ, セイ;;age, year-end;;;
死;2;3;0;シ;し(ぬ);death, die;;;
殆;0;10;0;;;;;;
殉;0;8;0;ジュン;;;;;
殊;0;8;0;シュ, こと;;;;;
殖;0;8;0;ショク, ふえる, ふやす;;;;;
殴;0;8;0;オウ, なぐる;;;;;
段;3;6;0;ダン;;grade, steps, stairs;;;
殺;3;4;0;サツ, サイ;ころ(す);kill, murder;;;
殻;0;8;0;カク, から;;;;;
殿;4;8;0;デン;との, どの;"Mr.; hall; mansion; palace; temple; lord";;;
毅;0;10;0;;;;;;
毒;4;4;0;ドク;;"poison; germ; harm";;;
毘;0;7;0;;;;;;
毛;4;2;0;モウ;け;"fur; hair; feather";;;
毬;0;7;0;;;;;;
氏;0;4;0;シ, うじ;;;;;
氣;0;7;0;;;;;;
氷;4;3;0;ヒョウ;こおり, ひ;"ice; hail; freeze";;;
永;4;5;0;エイ;なが(い);"eternity; long; lengthy";;;
氾;0;9;0;;;;;;
汀;0;7;0;;;;;;
汁;0;8;0;ジュウ, しる;;;;;
汎;0;10;0;;;;;;
汐;0;7;0;;;;;;
汗;4;8;0;カン;あせ;"sweat; perspire";;;
汚;4;8;0;オ;よご(す), きたな(い), けが(す);"dirty; pollute; disgrace; defile";;;
汝;0;7;0;;;;;;
江;0;8;0;コウ, え;;;;;
池;2;2;0;チ;いけ;"pond; pool; reservoir";;;
汰;0;10;0;;;;;;
汲;0;7;0;;;;;;
汽;0;2;0;キ;;;;;
沃;0;9;0;;;;;;
沈;4;8;0;チン, ジン;しず(む);"sink; be submerged; subside; be depressed";;;
沌;0;10;0;;;;;;
沓;0;7;0;;;;;;
沖;0;8;0;チュウ, おき;;;;;
沙;0;10;0;;;;;;
没;0;8;0;ボツ;;;;;
沢;0;8;0;タク, さわ;;;;;
沫;0;7;0;;;;;;
河;4;5;0;カ;かわ;river;;;
沸;4;8;0;フツ;わ(く);"seethe; boil; ferment";;;
沼;0;8;0;ショウ, ぬま;;;;;
沿;0;6;0;エン, そう;;;;;
況;4;8;0;キョウ;まし(て);"condition; situation";;;
泉;4;6;0;セン;いずみ;"spring; fountain";;;
泌;0;8;0;ヒ, ヒツ;;;;;
泡;0;8;0;ホウ, あわ;;;;;
波;3;3;0;ハ;なみ;"waves; billows";;;
泥;4;8;0;デイ;どろ;"mud; adhere to; be attached to";;;
泰;0;8;0;タイ;;;;;
洛;0;7;0;;;;;;
洞;0;8;0;ドウ, ほら;;;;;
津;0;8;0;シン, つ;;;;;
洪;0;8;0;コウ;;;;;
洲;0;7;0;;;;;;
洵;0;7;0;;;;;;
洸;0;7;0;;;;;;
派;4;6;0;ハ;;faction, group, party;;;
浄;0;8;0;ジョウ;;;;;
浅;4;4;0;セン;あさ(い);"shallow; superficial; frivolous";;;
浜;0;8;0;ヒン, はま;;;;;
浦;0;8;0;ホ, うら;;;;;
浩;0;7;0;;;;;;
浪;0;8;0;ロウ;;;;;
浬;0;7;0;;;;;;
浮;4;8;0;フ;う(かぶ);float, rise to surface;;;
浴;4;4;0;ヨク;あ(びる);"bathe; be favored with; bask in";;;
浸;0;8;0;シン, ひたす, ひたる;;;;;
涙;3;8;0;ルイ;なみだ;"tears; sympathy";;;
涯;0;8;0;ガイ;;;;;
液;4;5;0;エキ;;"fluid; liquid; juice; sap; secretion";;;
淀;0;7;0;;;;;;
淋;0;7;0;;;;;;
淑;0;8;0;シュク;;;;;
淡;0;8;0;タン, あわい;;;;;
淨;0;7;0;;;;;;
淫;0;9;0;;;;;;
淳;0;7;0;;;;;;
淵;0;10;0;;;;;;
混;3;5;0;コン;ま(じる);"mix; blend; confuse";;;
添;0;8;0;テン, そう, そえる;;;;;
清;3;4;0;セイ;きよ(い);"pure; purify; cleanse";;;
渇;0;8;0;カツ, かわく;;;;;
渉;0;8;0;ショウ;;;;;
渋;0;8;0;ジュウ, しぶ, しぶい, しぶる;;;;;
渓;0;8;0;ケイ;;;;;
渚;0;10;0;;;;;;
渥;0;7;0;;;;;;
渦;0;8;0;カ, うず;;;;;
測;4;5;0;ソク;はか(る);"fathom; plan; scheme; measure";;;
湊;0;7;0;;;;;;
湖;4;3;0;コ;みずうみ;lake;;;
湘;0;7;0;;;;;;
湛;0;7;0;;;;;;
湧;0;10;0;;;;;;
湯;3;3;0;トウ;ゆ;"hot water; bath; hot spring";;;
湾;4;8;0;ワン;いりえ;"gulf; bay; inlet";;;
湿;4;8;0;シツ;しめ(る);"damp; wet; moist";;;
満;3;4;0;マン;み(ちる);full, fullness, enough, satisfy;;;
源;0;6;0;ゲン, みなもと;;;;;
溜;0;10;0;;;;;;
溝;0;8;0;コウ, みぞ;;;;;
溢;0;7;0;;;;;;
溶;4;8;0;ヨウ;と(ける);"melt; dissolve; thaw";;;
溺;0;9;0;;;;;;
滅;0;8;0;メツ, ほろびる, ほろぼす;;;;;
滉;0;7;0;;;;;;
滋;0;8;0;ジ;;;;;
滑;0;8;0;カツ, すべる, なめらか;;;;;
滝;0;8;0;-;たき;;;;
滞;0;8;0;タイ, とどこおる;;;;;
滯;0;7;0;;;;;;
滴;4;8;0;テキ;しずく, したた(る);"drip; drop";;;
漁;4;4;0;ギョ, リョウ;あさ(る);"fishing; fishery";;;
漂;0;8;0;ヒョウ, ただよう;;;;;
漆;0;8;0;シツ, うるし;;;;;
漏;0;8;0;ロウ, もらす, もる, もれる;;;;;
演;3;5;0;エン;;performance, act, play, render, stage;;;
漕;0;7;0;;;;;;
漠;0;8;0;バク;;;;;
漢;2;3;0;カン;;China;;;
漣;0;7;0;;;;;;
漫;0;8;0;マン;;;;;
漬;0;8;0;つかる, つける;;;;;
漱;0;7;0;;;;;;
漸;0;8;0;ゼン;;;;;
潔;0;5;0;ケツ, いさぎよい;;;;;
潜;0;8;0;セン, ひそむ, もぐる;;;;;
潟;0;8;0;-;かた;;;;
潤;0;8;0;ジュン, うるおう, うるおす, うるむ;;;;;
潮;0;6;0;チョウ, しお;;;;;
潰;0;10;0;;;;;;
澁;0;7;0;;;;;;
澄;0;8;0;チョウ, すます, すむ;;;;;
澪;0;7;0;;;;;;
澱;0;10;0;;;;;;
激;0;6;0;ゲキ, はげしい;;;;;
濁;0;8;0;ダク, にごす, にごる;;;;;
濃;4;8;0;ノウ;こ(い);"concentrated; thick; dark; undiluted";;;
濕;0;7;0;;;;;;
濠;0;10;0;;;;;;
濡;0;10;0;;;;;;
濫;0;8;0;ラン;;;;;
濯;4;8;0;タク;すす(ぐ);"laundry; wash; rinse";;;
瀕;0;7;0;;;;;;
瀧;0;7;0;;;;;;
瀬;0;8;0;-;せ;;;;
灘;0;10;0;;;;;;
灯;4;4;0;トウ;ひ, とも(す);"lamp; a light; counter for lights";;;
灰;4;6;0;カイ;はい;"ashes; cremate";;;
灸;0;7;0;;;;;;
灼;0;7;0;;;;;;
災;0;5;0;サイ, わざわい;;;;;
炉;0;8;0;ロ;;;;;
炊;0;8;0;スイ, たく;;;;;
炎;0;8;0;エン, ほのお;;;;;
炒;0;10;0;;;;;;
炭;4;3;0;タン;すみ;"charcoal; coal";;;
為;0;8;0;イ;;;;;
烈;0;8;0;レツ;;;;;
烏;0;10;0;;;;;;
焚;0;7;0;;;;;;
焦;0;8;0;ショウ, あせる, こがす, こがれる, こげる;;;;;
焰;0;7;0;;;;;;
然;3;4;0;ゼン, ネン;しか, さ;sort of thing, if so;;;
煉;0;7;0;;;;;;
煌;0;7;0;;;;;;
煎;0;9;0;;;;;;
煙;4;8;0;エン;けむ(る), けむり;smoke;;;
煤;0;7;0;;;;;;
照;4;4;0;ショウ;て(る);"illuminate; shine; compare";;;
煩;0;8;0;ハン, ボン, わずらう, わずらわす;;;;;
煮;0;8;0;シャ, にえる, にやす, にる;;;;;
熊;0;10;0;;;;;;
熙;0;7;0;;;;;;
熟;0;6;0;ジュク, うれる;;;;;
燃;4;5;0;ネン;も(える);"burn; blaze; glow";;;
燈;0;7;0;;;;;;
燎;0;7;0;;;;;;
燒;0;7;0;;;;;;
燕;0;10;0;;;;;;
燥;4;8;0;ソウ;はしゃ(ぐ);"parch; dry up";;;
燦;0;7;0;;;;;;
燭;0;7;0;;;;;;
燿;0;7;0;;;;;;
爆;4;8;0;バク;は(ぜる);"bomb; burst open";;;
爪;0;10;0;;;;;;
爭;0;7;0;;;;;;
爲;0;7;0;;;;;;
爵;0;8;0;シャク;;;;;
爽;0;10;0;;;;;;
爾;0;7;0;;;;;;
片;4;6;0;ヘン;かた;"one-sided; piece";;;
版;4;5;0;ハン;;"printing block; edition; impression; label";;;
牌;0;10;0;;;;;;
牒;0;7;0;;;;;;
牙;0;10;0;;;;;;
牟;0;7;0;;;;;;
牡;0;7;0;;;;;;
牧;0;4;0;ボク, まき;;;;;
牲;0;8;0;セイ;;;;;
牽;0;7;0;;;;;;
犀;0;7;0;;;;;;
犠;0;8;0;ギ;;;;;
犬;2;1;4;ケン;いぬ;dog;;;
犯;3;5;0;ハン;おか(す);crime, sin, offense;;;
状;3;5;0;ジョウ;;conditions, form, appearance;;;
狂;0;8;0;キョウ, くるう, くるおしい;;;;;
狐;0;10;0;;;;;;
狗;0;10;0;;;;;;
狙;0;10;0;;;;;;
狩;0;8;0;シュ, かり, かる;;;;;
独;3;5;0;ドク, ひとり;;;;;
狹;0;7;0;;;;;;
狼;0;7;0;;;;;;
猛;0;8;0;モウ;;;;;
猟;0;8;0;リョウ, リョウ, レフ;;;;;
猪;0;10;0;;;;;;
猫;4;8;0;ビョウ;ねこ;cat;;;
献;0;8;0;ケン, コン;;;;;
猶;0;8;0;ユウ;;;;;
猿;0;8;0;エン, さる;;;;;
獄;0;8;0;ゴク;;;;;
獅;0;10;0;;;;;;
獣;0;8;0;ジュウ, けもの;;;;;
獲;0;8;0;カク, える;;;;;
獸;0;7;0;;;;;;
玄;0;8;0;ゲン;;;;;
率;4;5;0;ソツ, リツ, ひきいる;;;;;
玉;4;1;5;ギョク;たま;"jewel; ball";;;
王;3;1;4;オウ;-;king, rule;;;
玖;0;7;0;;;;;;
玩;0;10;0;;;;;;
玲;0;7;0;;;;;;
珀;0;7;0;;;;;;
珂;0;7;0;;;;;;
珈;0;7;0;;;;;;
珊;0;7;0;;;;;;
珍;4;8;0;チン;めずら(しい);"rare; curious; strange";;;
珠;0;8;0;シュ;;;;;
班;0;6;0;ハン;;;;;
球;3;3;0;キュウ;たま;ball, sphere;;;
琉;0;7;0;;;;;;
琢;0;7;0;;;;;;
琥;0;7;0;;;;;;
琳;0;7;0;;;;;;
琴;0;8;0;キン, こと;;;;;
琵;0;7;0;;;;;;
琶;0;7;0;;;;;;
瑚;0;7;0;;;;;;
瑛;0;7;0;;;;;;
瑞;0;10;0;;;;;;
瑠;0;9;0;;;;;;
瑳;0;7;0;;;;;;
瑶;0;7;0;;;;;;
璃;0;9;0;;;;;;
璧;0;9;0;;;;;;
環;4;8;0;カン;;;;;
璽;0;8;0;ジ;;;;;
瓜;0;10;0;;;;;;
瓢;0;7;0;;;;;;
瓦;0;10;0;;;;;;
瓶;4;8;0;ビン;かめ, へい;"bottle; jar; jug; urn";;;
甘;4;8;0;カン;あま(い);"sweet; coax; pamper; sugary";;;
甚;0;8;0;ジン, はなはだ, はなはだしい;;;;;
甥;0;7;0;;;;;;
甫;0;7;0;;;;;;
甲;3;8;0;カン, コウ;;;;;
申;3;3;0;シン;もう(す), さる;have the honor to;;;
界;2;3;0;カイ;;world, boundary;;;
畏;0;9;0;;;;;;
畔;0;8;0;ハン;;;;;
畜;4;8;0;チク;;"livestock; domestic fowl and animals";;;
畝;0;8;0;うね, せ;;;;;
畠;0;7;0;;;;;;
畢;0;7;0;;;;;;
略;4;5;0;リャク;ほぼ;"abbreviation; omission; outline; shorten";;;
異;4;6;0;イ, こと;;;;;
畳;4;8;0;ジョウ, チョウ;たたみ;"tatami mat; fold";;;
畿;0;10;0;;;;;;
疊;0;7;0;;;;;;
疋;0;7;0;;;;;;
疎;0;8;0;ソ, うとい, うとむ;;;;;
疏;0;7;0;;;;;;
疑;4;6;0;ギ;うたが(う);doubt, distrust;;;
疫;0;8;0;エキ, ヤク;;;;;
疾;0;8;0;シツ;;;;;
症;0;8;0;ショウ;;;;;
痕;0;10;0;;;;;;
痘;0;8;0;トウ;;;;;
痢;0;8;0;リ;;;;;
痩;0;9;0;;;;;;
痴;0;8;0;チ;;;;;
瘍;0;9;0;;;;;;
瘦;0;7;0;;;;;;
療;4;8;0;リョウ;;"heal; cure";;;
癌;0;10;0;;;;;;
癒;0;8;0;ユ;;;;;
癖;0;8;0;ヘキ, くせ;;;;;
登;3;3;0;トウ, ト;のぼ(る), あ(がる);ascend, climb up;;;
皆;4;8;0;カイ;みな, みんな;all, everyone, everybody;;;
皇;0;6;0;オウ, コウ;;;;;
皐;0;7;0;;;;;;
皓;0;7;0;;;;;;
皮;4;3;0;ヒ;かわ;"skin; hide; leather";;;
皿;4;3;0;ベイ;さら, ざら;"dish; a helping; plate";;;
盃;0;7;0;;;;;;
盆;0;8;0;ボン;;;;;
益;0;5;0;エキ, ヤク;;;;;
盗;4;8;0;トウ;ぬす(む);steal, rob;;;
盛;0;6;0;ジョウ, セイ, さかる, さかん, もる;;;;;
盜;0;7;0;;;;;;
盟;0;6;0;メイ;;;;;
盡;0;7;0;;;;;;
監;0;8;0;カン;;;;;
盤;0;8;0;バン;;;;;
盲;0;8;0;モウ;;;;;
盾;0;8;0;ジュン, たて;;;;;
省;3;4;0;セイ, ショウ;かえり(みる), はぶ(く);"focus; government ministry; conserve";;;
眉;0;10;0;;;;;;
看;4;6;0;カン;;;;;
眞;0;7;0;;;;;;
眸;0;7;0;;;;;;
眺;0;8;0;チョウ, ながめる;;;;;
眼;0;5;0;ガン, ゲン, まなこ;;;;;
睡;0;8;0;スイ;;;;;
督;0;8;0;トク;;;;;
睦;0;7;0;;;;;;
睨;0;10;0;;;;;;
瞥;0;7;0;;;;;;
瞬;0;8;0;シュン, またたく;;;;;
瞭;0;9;0;;;;;;
瞳;0;10;0;;;;;;
矛;0;8;0;ム, ほこ;;;;;
矢;0;2;0;シ, や;;;;;
矩;0;7;0;;;;;;
矯;0;8;0;キョウ, ためる;;;;;
砂;4;6;0;サ, シャ;すな;sand;;;
砕;0;8;0;サイ, くだく, くだける;;;;;
砥;0;7;0;;;;;;
砦;0;10;0;;;;;;
砧;0;7;0;;;;;;
砲;0;8;0;ホウ;;;;;
破;4;5;0;ハ;やぶ(る);rip, tear, break;;;
硝;0;8;0;ショウ;;;;;
硫;0;8;0;リュウ;;;;;
硬;4;8;0;コウ;かた(い);"stiff; hard";;;
硯;0;7;0;;;;;;
碁;0;8;0;ゴ;;;;;
碎;0;7;0;;;;;;
碑;0;8;0;ヒ;;;;;
碓;0;7;0;;;;;;
碗;0;10;0;;;;;;
碧;0;7;0;;;;;;
碩;0;7;0;;;;;;
確;3;5;0;カク;たし(か);assurance, firm, confirm;;;
磁;0;6;0;ジ;;;;;
磐;0;7;0;;;;;;
磨;4;8;0;マ;みが(く);"grind; polish; improve; brush (teeth)";;;
磯;0;10;0;;;;;;
礁;0;8;0;ショウ;;;;;
礎;0;8;0;ソ, いしずえ;;;;;
示;3;5;0;ジ, シ;しめ(す);show, indicate, display;;;
祁;0;7;0;;;;;;
祇;0;10;0;;;;;;
祈;4;8;0;キ;いの(る);"pray; wish";;;
祉;0;8;0;シ;;;;;
祐;0;7;0;;;;;;
祕;0;7;0;;;;;;
祖;4;5;0;ソ;;ancestor, pioneer, founder;;;
祝;4;4;0;シュク;いわ(う);"celebrate; congratulate";;;
神;3;3;0;シン, ジン;かみ;gods, mind, soul;;;
祢;0;7;0;;;;;;
祥;0;8;0;ショウ;;;;;
票;0;4;0;ヒョウ;;;;;
祭;4;3;0;サイ;まつり;"ritual; offer prayers; celebrate";;;
祿;0;7;0;;;;;;
禁;3;5;0;キン;;"prohibition; ban; forbid";;;
禄;0;7;0;;;;;;
禅;0;8;0;ゼン;;;;;
禍;0;8;0;カ;;;;;
禎;0;7;0;;;;;;
福;3;3;0;フク;;blessing, fortune, luck, wealth;;;
禪;0;7;0;;;;;;
禮;0;7;0;;;;;;
禰;0;7;0;;;;;;
禱;0;7;0;;;;;;
禽;0;7;0;;;;;;
禾;0;7;0;;;;;;
秀;0;8;0;シュウ, ひいでる;;;;;
秒;4;3;0;ビョウ;;second;;;
秘;0;6;0;ヒ, ひめる;;;;;
租;0;8;0;ソ;;;;;
秤;0;7;0;;;;;;
秦;0;7;0;;;;;;
秩;0;8;0;チツ;;;;;
称;0;8;0;ショウ;;;;;
稀;0;10;0;;;;;;
程;3;5;0;テイ;ほど;extent, degree;;;
税;3;5;0;ゼイ;;"tax; duty";;;
稔;0;7;0;;;;;;
稚;0;8;0;チ;;;;;
稜;0;7;0;;;;;;
稟;0;7;0;;;;;;
種;3;4;0;シュ;たね, -ぐさ;species, kind, class, seed;;;
稲;0;8;0;トウ, いな, いね;;;;;
稻;0;7;0;;;;;;
稼;0;8;0;カ, かせぐ;;;;;
稽;0;10;0;;;;;;
稿;0;8;0;コウ;;;;;
穀;0;6;0;コク;;;;;
穂;0;8;0;スイ, ほ;;;;;
積;3;4;0;セキ;つ(む);volume, contents, pile up, stack;;;
穏;0;8;0;オン, おだやか;;;;;
穗;0;7;0;;;;;;
穣;0;7;0;;;;;;
穫;0;8;0;カク;;;;;
穰;0;7;0;;;;;;
穴;0;6;0;ケツ, あな;;;;;
穿;0;7;0;;;;;;
突;4;8;0;トツ, カ;つ(く);stab, protruding, thrust;;;
窃;0;8;0;セツ;;;;;
窄;0;7;0;;;;;;
窒;0;8;0;チツ;;;;;
窟;0;9;0;;;;;;
窪;0;10;0;;;;;;
窮;0;8;0;キュウ, きわまる, きわめる;;;;;
窯;0;8;0;ヨウ, かま;;;;;
窺;0;10;0;;;;;;
竜;0;8;0;リュウ, たつ;;;;;
章;4;3;0;ショウ;;"badge; chapter; composition; poem";;;
竣;0;10;0;;;;;;
童;4;3;0;ドウ;わらべ;"juvenile; child";;;
竪;0;7;0;;;;;;
端;0;8;0;タン, は, はし, はた;;;;;
競;3;4;0;キョウ, ケイ;きそ(う), せ(る);"compete with; bid; contest; race";;;
竺;0;7;0;;;;;;
竿;0;10;0;;;;;;
笈;0;7;0;;;;;;
笙;0;7;0;;;;;;
笛;0;3;0;テキ, ふえ;;;;;
笠;0;10;0;;;;;;
符;4;8;0;フ;;"token; sign; mark";;;
笹;0;10;0;;;;;;
筆;4;3;0;ヒツ;ふで;"writing brush; writing; painting brush; handwriting";;;
筈;0;10;0;;;;;;
等;3;3;0;トウ;ひと(しい), など;etc., and so forth;;;
筋;4;6;0;キン, すじ;;;;;
筑;0;7;0;;;;;;
筒;4;8;0;トウ;つつ;"cylinder; pipe; tube";;;
策;4;6;0;サク;;scheme, plan, policy;;;
箇;0;8;0;カ;;;;;
箋;0;9;0;;;;;;
箔;0;7;0;;;;;;
箕;0;7;0;;;;;;
算;3;2;0;サン;そろ;"calculate; divining; number; probability";;;
管;3;4;0;カン;くだ;"pipe; tube; wind instrument; control; jurisdiction";;;
箱;4;3;0;ソウ;はこ;box, chest;;;
箸;0;10;0;;;;;;
節;3;4;0;セチ, セツ, ふし;;;;;
範;0;8;0;ハン;;;;;
篇;0;7;0;;;;;;
築;4;5;0;チク;きず(く);"fabricate; build; construct";;;
篠;0;7;0;;;;;;
篤;0;8;0;トク;;;;;
簾;0;7;0;;;;;;
簿;0;8;0;ボ;;;;;
籍;4;8;0;セキ;;"enroll; register; membership";;;
籠;0;10;0;;;;;;
籾;0;7;0;;;;;;
粉;4;4;0;フン;こな;"flour; powder; dust";;;
粋;0;8;0;スイ;;;;;
粒;4;8;0;リュウ;つぶ;"grains; drop; counter for tiny particles";;;
粗;0;8;0;ソ, あらい;;;;;
粘;0;8;0;ネン, ねばる;;;;;
粛;0;8;0;シュク;;;;;
粟;0;10;0;;;;;;
粥;0;10;0;;;;;;
粧;0;8;0;ショウ;;;;;
粹;0;7;0;;;;;;
精;4;5;0;セイ, ショウ;しら(げる);refined, ghost, fairy, energy;;;
糊;0;7;0;;;;;;
糖;0;6;0;トウ;;;;;
糧;0;8;0;リョウ, ロウ, かて;;;;;
系;0;6;0;ケイ;;;;;
糾;0;8;0;キュウ;;;;;
紀;4;4;0;キ;;;;;
紅;4;6;0;コウ, ク;べに, くれない;"crimson; deep red";;;
紋;0;8;0;モン;;;;;
納;0;6;0;トウ, ナ, ナッ, ナン, ノウ, おさまる, おさめる;;;;;
紐;0;10;0;;;;;;
純;4;6;0;ジュン;;"genuine; purity; innocence";;;
紗;0;7;0;;;;;;
紘;0;10;0;;;;;;
級;3;3;0;キュウ;;;;;
紛;0;8;0;フン, まぎらす, まぎらわしい, まぎらわす, まぎれる;;;;;
素;0;5;0;ス, ソ;;;;;
紡;0;8;0;ボウ, つむぐ;;;;;
索;0;8;0;サク;;;;;
紫;0;8;0;シ, むらさき;;;;;
紬;0;7;0;;;;;;
累;0;8;0;ルイ;;;;;
紳;0;8;0;シン;;;;;
紹;4;8;0;ショウ;;"introduce; inherit; help";;;
紺;0;8;0;コン;;;;;
絃;0;7;0;;;;;;
絆;0;7;0;;;;;;
絞;0;8;0;コウ, しぼる, しまる, しめる;;;;;
絢;0;7;0;;;;;;
給;3;4;0;キュウ;たま(う), たも(う);salary, wage, gift;;;
統;4;5;0;トウ, すべる;;;;;
絵;3;2;0;カイ, エ;;picture, drawing;;;
絶;4;5;0;ゼツ;た(える);discontinue, unparalleled;;;
絹;0;6;0;ケン, きぬ;;;;;
継;0;8;0;ケイ, つぐ;;;;;
綜;0;10;0;;;;;;
維;0;8;0;イ;;;;;
綱;0;8;0;コウ, つな;;;;;
網;0;8;0;モウ, あみ;;;;;
綴;0;10;0;;;;;;
綸;0;7;0;;;;;;
綺;0;7;0;;;;;;
綻;0;10;0;;;;;;
綾;0;7;0;;;;;;
綿;4;5;0;メン;わた;cotton;;;
緊;0;8;0;キン;;;;;
緋;0;7;0;;;;;;
総;3;5;0;ソウ;;general, whole, all;;;
緑;4;3;0;リョク, ロク;みどり;green;;;
緒;4;8;0;ショ;お;beginning, end, cord, strap;;;
締;0;8;0;テイ, しまる, しめる;;;;;
編;4;5;0;ヘン;あ(む);"compilation; knit; braid; twist; editing";;;
緩;0;8;0;カン, ゆるい, ゆるむ, ゆるめる, ゆるやか;;;;;
緯;0;8;0;イ;;;;;
緻;0;9;0;;;;;;
縁;0;8;0;エン, ふち;;;;;
縄;0;8;0;ジョウ, なわ;;;;;
縛;0;8;0;バク, しばる;;;;;
縞;0;7;0;;;;;;
縣;0;7;0;;;;;;
縦;0;6;0;ジュウ, たて;;;;;
縫;0;8;0;ホウ, ぬう;;;;;
縮;0;6;0;シュク, ちぢまる, ちぢむ, ちぢめる, ちぢらす, ちぢれる;;;;;
縱;0;7;0;;;;;;
績;4;5;0;セキ;;"exploits; achievements";;;
繁;0;8;0;ハン;;;;;
繊;0;8;0;セン;;;;;
繍;0;10;0;;;;;;
織;0;5;0;シキ, ショク, おる;;;;;
繕;0;8;0;ゼン, つくろう;;;;;
繡;0;7;0;;;;;;
繫;0;7;0;;;;;;
繭;0;8;0;ケン, まゆ;;;;;
繰;0;8;0;-;くる;;;;
纂;0;10;0;;;;;;
纏;0;10;0;;;;;;
纖;0;7;0;;;;;;
缶;4;8;0;カン;かま;"tin can; container";;;
罪;3;5;0;ザイ;つみ;guilt, sin, crime;;;
罰;0;8;0;バチ, バツ;;;;;
署;4;6;0;ショ;;"signature; govt office; police station";;;
罵;0;10;0;;;;;;
罷;0;8;0;ヒ;;;;;
羅;0;8;0;ラ;;;;;
羊;0;3;0;ヨウ, ひつじ;;;;;
羚;0;7;0;;;;;;
羞;0;9;0;;;;;;
群;4;5;0;グン;む(れる), むら(がる);"flock; group; crowd; herd";;;
羨;0;10;0;;;;;;
義;0;5;0;ギ;;;;;
羽;4;2;0;ウ;は, わ, はね;"feathers; counter for birds, rabbits";;;
翁;0;8;0;オウ;;;;;
翌;4;6;0;ヨク;;"the following; next";;;
翔;0;7;0;;;;;;
翠;0;7;0;;;;;;
翻;0;8;0;ホン, ひるがえす, ひるがえる;;;;;
翼;0;8;0;ヨク, つばさ;;;;;
耀;0;7;0;;;;;;
而;0;7;0;;;;;;
耐;0;8;0;タイ, たえる;;;;;
耕;4;5;0;コウ;たがや(す);"till; plow; cultivate";;;
耗;0;8;0;コウ, モウ, モウ, コウ, カウ;;;;;
耶;0;7;0;;;;;;
耽;0;7;0;;;;;;
聖;0;6;0;セイ;;;;;
聘;0;9;0;;;;;;
聡;0;7;0;;;;;;
聴;0;8;0;チョウ, きく;;;;;
職;3;5;0;ショク;;post, employment, work;;;
聽;0;7;0;;;;;;
肇;0;7;0;;;;;;
肋;0;7;0;;;;;;
肌;4;8;0;キ;はだ;"texture; skin; body; grain";;;
肖;0;8;0;ショウ;;;;;
肘;0;10;0;;;;;;
肝;0;8;0;カン, きも;;;;;
股;0;10;0;;;;;;
肢;0;8;0;シ;;;;;
肥;0;5;0;ヒ, こえ, こえる, こやし, こやす;;;;;
肩;4;8;0;ケン;かた;shoulder;;;
肪;0;8;0;ボウ;;;;;
肯;4;8;0;コウ;がえんじ(る);"agreement; consent; comply with";;;
肴;0;7;0;;;;;;
肺;0;6;0;ハイ;;;;;
胃;4;4;0;イ;;"stomach; crop";;;
胆;0;8;0;タン;;;;;
背;4;6;0;ハイ;せ, せい;stature, height, back;;;
胎;0;8;0;タイ;;;;;
胞;0;8;0;ホウ;;;;;
胡;0;7;0;;;;;;
胤;0;7;0;;;;;;
胴;0;8;0;ドウ;;;;;
胸;4;6;0;キョウ;むね;"bosom; breast; chest; heart; feelings";;;
能;3;5;0;ノウ;あた(う);ability, talent, skill, capacity;;;
脂;4;8;0;シ;あぶら;"fat; grease; lard";;;
脅;0;8;0;キョウ, おどかす, おどす, おびやかす;;;;;
脇;0;10;0;;;;;;
脈;0;4;0;ミャク;;;;;
脊;0;9;0;;;;;;
脚;0;8;0;キャ, キャク, あし;;;;;
脩;0;7;0;;;;;;
脳;4;6;0;ノウ;;"brain; memory";;;
脹;0;8;0;チョウ;;;;;
腎;0;10;0;;;;;;
腐;0;8;0;フ, くさらす, くさる, くされる;;;;;
腔;0;10;0;;;;;;
腕;4;8;0;ワン;うで;"arm; ability; talent";;;
腫;0;10;0;;;;;;
腰;4;8;0;ヨウ;こし;"loins; hips; waist";;;
腸;0;4;0;チョウ;;;;;
